Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2024-01-02,138.6114501953125,139.65928755799916,136.80382806901335,138.65118681417778,20071900
2024-01-03,139.40602111816406,140.13105531143106,137.489130795316,137.6579886992348,18974300
2024-01-04,137.10174560546875,139.67910879375327,137.07195072566816,138.89945589886952,18253300
2024-01-05,136.45619201660156,137.8665387934094,135.91986893728313,137.41165910690393,15439500
2024-01-08,139.57484436035156,139.6840973184582,136.9428619447068,137.06204147897657,17645300
2024-01-09,141.59104919433594,141.8294234239338,138.83987202032304,139.10804113423583,19579700
2024-01-10,142.82264709472656,143.54271044219408,141.49175822119923,141.55134799836006,16641900
2024-01-11,142.69351196289062,145.6631951956154,141.2483993866276,143.9101920305069,17471100
2024-01-12,143.2596435546875,143.75624518425926,142.38561983701592,143.35895478755444,13998700
2024-01-16,143.10073852539062,144.8487709416046,142.08369624783842,142.45514726369032,19198900
2024-01-17,141.91880798339844,142.43527790298106,139.55497946211506,141.93867629128815,17884500
2024-01-18,144.00453186035156,144.59548895392675,142.37567928148383,142.4650639288118,18876800
2024-01-19,146.96429443359375,147.03381078438758,144.80904507770865,145.31060244189487,27181000
2024-01-22,146.7060546875,148.99538084129608,146.57693341892895,147.69925791016107,21829200
2024-01-23,147.66944885253906,147.84823331444744,146.18958574018595,146.7159822392896,14113600
2024-01-24,149.328125,150.53983426098853,148.82158160830878,149.26852007062226,19245000
2024-01-25,152.5957489013672,153.70813170761585,150.19219882067753,150.70866876146974,21495100
2024-01-26,152.7447509765625,153.06258335306524,151.76148926630614,151.83100562673994,19494500
2024-01-29,153.78759765625,154.14515145585057,151.8806491100736,152.59575670927472,20909300
2024-01-30,152.00978088378906,153.98624591780757,151.73664086026346,152.96324764515455,26578900
2024-01-31,140.8362274169922,144.60046116076612,140.5879265982581,144.4018235367947,43908600
2024-02-01,141.7400360107422,143.6370426138567,141.29308244456536,142.7133709079247,25526900
2024-02-02,142.56439208984375,142.90209272277824,137.23089532785647,139.9324094608562,42136100
2024-02-05,143.9449462890625,145.67312547842107,142.93188983968503,143.06099596259807,29254400
2024-02-06,144.4216766357422,145.74263867089806,143.53772642034644,144.9679414104424,21517700
2024-02-07,145.6830291748047,146.00086145376696,144.22303450293805,145.12683784169792,21436100
2024-02-08,146.21937561035156,146.60672425027803,145.42481002317268,145.97107481155055,18241300
2024-02-09,149.19898986816406,149.67076746269106,146.42794437992504,146.9444143010264,21877700
2024-02-12,147.71910095214844,149.5664594260565,147.55025823446212,148.52359308262692,17236100
2024-02-13,145.37515258789062,147.03380017093897,144.12372196821664,145.07720374159587,18138500
2024-02-14,146.13992309570312,146.8252357512777,144.56568930318198,146.36835559586845,16651800
2024-02-15,142.96168518066406,143.77610400462038,140.91568881099957,143.4781551391971,26724300
2024-02-16,140.79649353027344,143.49800770290975,140.55813443891583,143.22985372513244,21865100
2024-02-20,141.2334747314453,142.35479882473894,139.8429964835782,139.9820443083649,18625600
2024-02-21,142.86236572265625,143.00141358496236,140.945490538359,141.67052473787803,16440800
2024-02-22,144.33229064941406,145.2062991257531,143.03118177807255,145.12684105425365,23024700
2024-02-23,144.30250549316406,144.96299419604122,143.80590382697437,143.98468830744434,14519400
2024-02-26,137.8069610595703,142.86236233617606,137.79703448216958,142.47501364642804,33513000
2024-02-27,139.14776611328125,139.53511473206024,137.55863502568292,138.46245352119294,22364000
2024-02-28,136.4959259033203,138.33335811960436,135.7113019435236,138.15458879525067,30628700
2024-02-29,138.8299560546875,138.99879879706955,136.6349852486413,137.40968261019637,35485000
2024-03-01,137.14149475097656,139.0484430079042,137.03721266214237,138.66109438001388,28551500
2024-03-04,133.28787231445312,135.70136407802622,131.95698360470536,135.6119642682059,43571500
2024-03-05,132.8707275390625,133.10910177124268,130.65588856888178,131.8378028431057,28447600
2024-03-06,131.6590118408203,133.82420266578097,131.05315729148174,133.327601073047,23175200
2024-03-07,134.32081604003906,134.89687575674708,131.7583497781638,132.97998556001946,24107300
2024-03-08,135.36366271972656,138.04035272217487,133.88379959347205,134.11720296074475,26495200
2024-03-11,137.9956817626953,139.02860662253937,136.1383962685625,136.1383962685625,22536400
2024-03-12,138.67103576660156,139.32655356229864,137.27063067316766,137.31035213574967,19019700
2024-03-13,139.813232421875,141.22357928560828,139.0583882165814,139.10805141246854,19637000
2024-03-14,143.3589324951172,143.74628109974697,140.5233418746214,141.3328048297638,36117900
2024-03-15,141.20370483398438,143.35895407703438,140.1707801178293,142.43528232504678,41039500
2024-03-18,147.4708251953125,151.89057695283617,147.1331397026208,148.35477554681722,47676700
2024-03-19,146.9146270751953,148.60306961691788,146.01080845492217,147.96742012514895,17748400
2024-03-20,148.6626739501953,148.74213203883423,146.66136975503807,147.7787235523237,17730000
2024-03-21,147.72906494140625,150.2766186867377,147.00401561759026,149.29832798085226,19843900
2024-03-22,150.73846435546875,151.52308826961857,149.06987498317417,149.21886456654786,19252900
2024-03-25,150.12266540527344,150.4265853577574,147.7886468572479,149.92402778598515,15114700
2024-03-26,150.6689453125,152.15875033896853,150.0035008859537,150.2120802578947,19312700
2024-03-27,150.90731811523438,151.652220621275,149.10962249213577,151.11092661882844,16622000
2024-03-28,151.22511291503906,151.63232986193898,150.3014412187363,150.96688554033764,21105600
2024-04-01,155.43629455566406,155.93289613571412,150.61925316714763,150.79803761660597,24469800
2024-04-02,154.81057739257812,154.9297720816141,152.41696920681449,153.69819466209617,17598100
2024-04-03,155.30718994140625,155.4859744100271,153.0844096389436,153.86704823591893,17266200
2024-04-04,150.90731811523438,155.11849058346613,150.84772833956396,154.025976000988,24184800
2024-04-05,152.8937225341797,153.7875994661611,150.05414549387086,150.649073316628,16297300
2024-04-08,155.07875061035156,155.59024966391866,152.94336974324503,152.96819376178502,16641500
2024-04-09,157.065185546875,158.80329150215442,155.57538044234977,156.28056152672744,21521500
2024-04-10,156.58840942382812,157.0850109898138,155.138326182916,156.806915325268,16339200
2024-04-11,159.6971435546875,160.02490244508977,156.8565816596134,157.26379862845369,17841700
2024-04-12,158.1080322265625,160.6009669981502,157.52204592984705,158.3215672940823,16989800
2024-04-15,155.26747131347656,159.73688609456082,155.0886868415919,159.19062125696797,21140900
2024-04-16,154.93972778320312,156.16136370114802,153.99618760015494,154.58217395903864,15413200
2024-04-17,155.813720703125,157.6024745493931,155.0737740239414,156.12161126603937,16237800
2024-04-18,156.38978576660156,157.4078130055725,155.14828174098898,155.85841840642055,14016100
2024-04-19,154.66160583496094,156.91618137618147,152.86391044082393,156.67780714877986,21479900
2024-04-22,156.87646484375,158.10307157736906,154.60203585872028,154.9496479353851,17243900
2024-04-23,158.83306884765625,159.38926026709757,156.89135459062405,157.5121066489433,16115400
2024-04-24,160.0050506591797,160.29307293528493,157.74054844711983,158.00870241467607,19485700
2024-04-25,156.87646484375,157.2042237652319,151.72969349091787,152.3176651410188,36197800
2024-04-26,172.50949096679688,175.2209318481347,170.23504682584894,174.79386168533992,56500800
2024-04-29,166.7588348388672,170.21519337610644,165.92454766991162,169.6093387320858,35914600
2024-04-30,163.52098083496094,168.71542953697917,163.38193298755766,166.24236316851517,29420800
2024-05-01,164.44467163085938,167.6626405057152,163.77921210776898,165.05051107278743,25223200
2024-05-02,167.31503295898438,167.38454930866686,164.56385560131912,165.53719058243047,17041100
2024-05-03,167.84141540527344,168.69557076948902,163.8586608459886,168.38766504505602,22767100
2024-05-06,168.6757049560547,168.7452213009313,166.7488882811883,168.06985038462844,15147900
2024-05-07,171.80429077148438,172.29096581083274,168.84454938451893,168.96372892269463,21102400
2024-05-08,169.9966583251953,170.74056046805404,169.3629942173599,169.58944138801132,14569900
2024-05-09,170.413818359375,171.26797377514256,168.77502387588422,169.98673307395165,11937700
2024-05-10,169.13258361816406,170.17545011621107,166.7687700650145,168.53667073005127,18740500
2024-05-13,169.73841857910156,169.78808176946214,164.63335480464102,164.71976905896994,19648600
2024-05-14,170.76144409179688,171.60567299836634,169.26171249438895,170.42375859120125,18729500
2024-05-15,172.6981964111328,172.8630685243326,170.86076422540185,171.12893336255323,20958200
2024-05-16,174.23764038085938,175.14145898339967,172.8670301894522,173.4132950126952,17247300
2024-05-17,176.0850067138672,176.28861520935266,173.79070951144402,174.35684266792748,16546400
2024-05-20,177.24705505371094,178.72691816682396,176.02044845873684,176.10486224642364,17495100
2024-05-21,178.31968688964844,178.59779771433034,176.10484810848462,177.1874359048078,14706000
2024-05-22,176.79019165039062,177.63640585320144,175.57848238285234,177.18746691791006,16189400
2024-05-23,173.8701629638672,178.6872049115101,173.35369301724543,177.5648803607011,14928400
2024-05-24,175.13153076171875,176.098909756579,174.0092062404227,175.32024180389195,11403600
2024-05-28,176.81004333496094,177.29670321864995,174.48593625775842,174.54554118185376,15655300
2024-05-29,176.19424438476562,177.01860487232003,175.0619933251889,175.60825812478257,15023800
2024-05-30,172.38034057617188,175.48907136260868,172.05258170991144,175.48907136260868,18826300
2024-05-31,172.77764892578125,173.23451394686091,169.80796566844623,172.22144235978098,28085200
2024-06-03,173.23451232910156,174.66472746101607,171.2779006771184,172.6981892321732,20742800
2024-06-04,173.93968200683594,173.99927177427736,172.04266024953338,173.26429594731727,14066600
2024-06-05,175.86648559570312,176.76036235114077,174.09857008070574,175.33511828365616,15233900
2024-06-06,177.1378173828125,177.49537118259843,176.00556620933702,176.2240569960752,14255800
2024-06-07,174.7541046142578,178.20052102148705,174.59518846085118,177.2470544112042,14716300
2024-06-10,175.62911987304688,177.45868975619194,173.39186963927978,175.45013196473693,17099800
2024-06-11,177.18028259277344,177.37914625134988,174.4458655634547,176.71294465034026,14402400
2024-06-12,178.54251098632812,181.04823551639575,176.77259866771965,178.73143676848142,18600400
2024-06-13,175.73851013183594,177.49846952158737,175.658961630306,176.83226789014032,15956900
2024-06-14,177.35926818847656,177.71722886878834,174.85554617328688,174.85554617328688,12361600
2024-06-17,177.76695251464844,178.90049216533686,175.48993533971614,175.97714907347566,15272900
2024-06-18,175.4501495361328,177.89621671251533,174.6248508798992,177.77688637091632,15640300
2024-06-20,176.70301818847656,177.72718050998978,175.46010127670561,175.7086846590598,16753200
2024-06-21,179.23854064941406,181.47777846659835,177.0510101132299,177.47858138255626,58903200
2024-06-24,179.7655487060547,181.04824743123444,179.20872436768917,180.25277758828716,18198300
2024-06-25,184.52842712402344,184.69746201151094,180.078778296,180.11856013560077,18797000
2024-06-26,184.31959533691406,184.87641966721847,182.94742542932823,183.15622696702985,13375700
2024-06-27,185.80117797851562,186.43755087862158,184.39916395454998,184.59306629018056,13025700
2024-06-28,182.38064575195312,185.5227432016718,182.2861828572196,184.66761579883254,23032400
2024-07-01,183.444580078125,184.28975439076217,181.6945435299368,183.43462703353134,11815900
2024-07-02,185.55255126953125,185.89062097486087,182.02266476230326,182.4303450864307,12555500
2024-07-03,186.32814025878906,186.55683269872398,184.33449688272273,185.24432046483227,7409100
2024-07-05,190.8722686767578,191.1705565941188,186.25856176289477,186.25856176289477,14303400
2024-07-08,189.400634765625,190.59284569184211,188.2472194735337,190.28062959522862,12097600
2024-07-09,189.36087036132812,191.76715556228163,189.15205365470237,190.66344479257373,10198500
2024-07-10,191.56829833984375,192.2146090546467,189.5398494759331,189.66911768782384,12052900
2024-07-11,186.23866271972656,191.31970737889765,185.7613869004445,190.25576327897286,16452000
2024-07-12,185.7216033935547,187.6207839532123,185.0852305827975,185.86080947177268,14449100
2024-07-15,187.12362670898438,188.82392852398232,185.43326276710425,185.43326276710425,12186000
2024-07-16,184.4488525390625,189.26142273214708,184.07100097790882,187.88925290644931,12760100
2024-07-17,181.58517456054688,184.18038554020822,180.59084108439043,183.6334990938572,17376600
2024-07-18,178.20445251464844,183.00708517888938,177.20018113362187,182.49996537952947,17877200
2024-07-19,178.37347412109375,180.93885620153185,177.84647861485163,179.34791663817788,14485900
2024-07-22,182.31103515625,183.25564885280767,180.86923958683062,181.3167017551738,16303900
2024-07-23,182.5596466064453,184.17046210898496,182.29117229858005,182.79827694914692,23772600
2024-07-24,173.3819122314453,176.94162766782634,172.5864576395385,174.39613656014743,31250700
2024-07-25,168.2014617919922,174.20722957366385,168.09208449795938,173.26261576464879,28967900
2024-07-26,167.72415161132812,168.87758200343924,164.9251158186913,167.8136531488181,25150100
2024-07-29,170.16029357910156,171.1844558514704,168.75827972854137,169.53385863048427,13768900
2024-07-30,170.8861541748047,171.96997403739772,169.15600844040551,170.85632538389478,13681400
2024-07-31,172.1688232421875,174.9131931540264,170.74693375380906,173.92879761969414,15650200
2024-08-01,171.47279357910156,174.68448624625722,169.5437843354653,171.00545566245466,17177800
2024-08-02,167.4457550048828,169.24551138112997,165.4471501358132,167.23695346679165,18907800
2024-08-05,159.72972106933594,164.9996912656783,155.7126207010103,156.47824651554944,34907800
2024-08-06,159.6302947998047,161.43005119518008,157.23396257497106,160.0330138293395,36146500
2024-08-07,159.839111328125,163.85621202253907,159.33200670134502,162.31500722379837,19334200
2024-08-08,162.91160583496094,164.56220317584732,161.11186452991507,161.42408065346282,15733600
2024-08-09,164.4528045654297,164.58207276583246,160.01807081379508,160.72903074368634,13549200
2024-08-12,163.0209503173828,165.75536704027138,162.6232230448009,165.05436020517936,12435000
2024-08-13,164.98973083496094,165.5962748050298,163.83631564251016,164.24895732032397,12717600
2024-08-14,161.1118621826172,164.02526734280278,158.62602833400268,163.27951718821842,22515900
2024-08-15,162.24537658691406,162.59339934054438,160.57490378306463,161.29082503394963,18392500
2024-08-16,163.80648803710938,166.00395633125356,162.15589096929418,162.48402280848563,16853100
2024-08-19,167.4457550048828,167.51536563246327,165.14884705192927,166.05369417652463,13100800
2024-08-20,168.00257873535156,169.444359137714,167.7042756794743,167.78382417252982,12622500
2024-08-21,166.6801300048828,167.68440138112788,165.6261389190102,166.04375716969605,15269600
2024-08-22,164.55226135253906,168.4599848429793,164.09486125288578,168.0821332464103,19123800
2024-08-23,166.4812469482422,166.99830460508238,164.72128761615647,165.60624380473357,14281600
2024-08-26,166.97840881347656,168.4202044524346,165.37754652596405,167.20213990843885,11990300
2024-08-27,165.43722534179688,167.29164775200093,165.21847074114297,166.66025139285182,13718200
2024-08-28,163.56785583496094,166.44147895671864,162.35476778762694,165.83493493305164,15208700
2024-08-29,162.4740753173828,166.6801166225093,161.06411125124927,165.11900586502935,17133800
2024-08-30,164.17440795898438,164.34344283656623,162.48404401084056,163.2894517338057,18498800
2024-09-03,157.71124267578125,162.45421788846468,156.96051600131915,162.38958378108373,26533100
2024-09-04,156.915771484375,159.49109167821072,156.5478729344915,157.17926926216398,17410700
2024-09-05,157.70130920410156,160.1026180835835,156.6274271350871,156.8859483995008,14139500
2024-09-06,151.26795959472656,158.31778043968708,151.07405728029937,157.79078490061713,24999100
2024-09-09,148.88836669921875,153.96614931925384,147.55420944972815,152.9605559044524,28057700
2024-09-10,149.35630798339844,151.63633754172483,148.89134773184537,150.79003544164266,20401800
2024-09-11,151.48696899414062,151.81553277432062,148.05200611741637,150.4315905929965,18991500
2024-09-12,154.86221313476562,154.93191539548397,152.83110931126586,154.1353984322752,20980800
2024-09-13,157.6798858642578,158.58094104280494,155.42973945471823,155.68064025177955,16733900
2024-09-16,158.2971954345703,158.5461060421012,156.92320401946452,157.64006778453728,14157600
2024-09-17,159.58157348632812,160.88586268807376,158.71536940107993,159.39239898672255,12064800
2024-09-18,160.1092529296875,160.92568699517338,158.9642702393375,160.14908713362692,16756500
2024-09-19,162.52867126464844,164.2710454691448,161.81379771037444,164.1017880837837,17548200
2024-09-20,163.9225616455078,164.03208291554088,162.46891707891413,163.80308942085253,46362700
2024-09-23,162.3594207763672,165.8839883465766,162.23993335222076,164.61951818775515,15648400
2024-09-24,162.92691040039062,163.83294856754733,161.3239256401504,163.53425282985546,18774100
2024-09-25,162.27976989746094,163.50141298569918,162.06569522258198,162.25985279443302,13607900
2024-09-26,163.1160888671875,164.77880977721125,162.78752506691262,164.31085665490733,18234500
2024-09-27,164.56973266601562,166.2424198697135,163.11610320738927,163.19575642587947,13604300
2024-09-30,166.46144104003906,166.63069841047735,163.92255009887248,164.06193941525086,14070100
2024-10-01,167.6860809326172,169.6972827114958,165.1770579841753,168.1241659926003,18629500
2024-10-02,166.5809326171875,168.14409852538486,165.5255540716188,167.02896867245562,12745000
2024-10-03,166.4813690185547,167.17831564598703,164.64937549349344,165.09742671826152,11004300
2024-10-04,167.8254852294922,168.8111767024193,166.23246646010332,168.60208510793254,11422100
2024-10-07,163.6736602783203,169.15964465933897,163.41479871287174,168.4029618733599,14034700
2024-10-08,164.97793579101562,165.37620184985647,163.59399352017417,164.70910810033513,11723900
2024-10-09,162.34942626953125,165.5354784980963,160.4178778331306,164.13660232280216,19666400
2024-10-10,162.4689178466797,163.5950013001064,160.9356352512682,161.40358838977565,12900500
2024-10-11,163.80308532714844,164.54981709717626,161.7918835060304,162.6182684879368,10946000
2024-10-14,165.62510681152344,166.88956162559765,164.06194106924633,164.19137943300834,9981800
2024-10-15,166.17269897460938,168.35315811036688,165.3264121085983,166.411658603287,14829300
2024-10-16,166.013427734375,166.55106797325655,164.4960665730318,165.30651490961594,9968500
2024-10-17,163.7931365966797,167.1982320069964,163.65374725914504,166.65064080458777,15113400
2024-10-18,164.33078002929688,165.64502008827174,164.03208427288982,164.15155649853372,13091300
2024-10-21,165.0775146484375,165.4956826376428,163.58901891443685,163.8628296926184,11384000
2024-10-22,166.09307861328125,166.74024012033664,163.95243825860203,163.98230631632472,11958600
2024-10-23,163.7632598876953,166.86967454799074,162.91995064208177,165.704759555194,12754300
2024-10-24,163.81304931640625,164.33078763866595,162.06072409253227,163.87278543199432,12764400
2024-10-25,166.26231384277344,166.67051564133874,164.50997366436278,164.64439509849527,14566400
2024-10-28,167.60643005371094,169.86256206708674,165.06753901516458,169.84662534790536,20858300
2024-10-29,170.3942413330078,171.11110508314272,167.9250524115973,168.6468840430168,28916100
2024-10-30,175.37245178222656,182.98911006764936,174.9791687802624,181.61513388598914,49698300
2024-10-31,171.93748474121094,177.64251131508703,171.80804637049553,173.95863755379753,32801900
2024-11-01,171.89764404296875,173.0625589507953,169.56784461190855,170.79248043711254,21752900
2024-11-04,169.9362335205078,171.1708355365351,168.74644878064223,170.49380601285034,16194000
2024-11-05,170.66307067871094,171.3470734959179,169.6275940553142,170.0855962526431,12518300
2024-11-06,177.5529022216797,177.86154891962624,174.27723038022245,174.5858922704656,27061500
2024-11-07,181.48570251464844,181.78439828472426,178.11047525507675,178.32951780697917,16730400
2024-11-08,179.07626342773438,181.5554187603108,178.78753378287968,181.20693780300078,15021500
2024-11-11,181.1770477294922,181.29155207407845,179.2056800423675,179.28533325699743,12503400
2024-11-12,182.52117919921875,183.22309374945092,180.20133049340726,180.58963043690287,14065800
2024-11-13,179.70350646972656,181.8192466194637,179.33510844230398,181.3562613464338,13969700
2024-11-14,176.57717895507812,179.6586932804585,175.26292374510342,178.96671454665437,17925800
2024-11-15,173.1322479248047,175.11358167386166,171.99223317829555,174.87462204023322,21708900
2024-11-18,176.02957153320312,176.13909280002633,173.65993786500817,174.19261017148003,18662800
2024-11-19,178.79745483398438,179.38488017366925,174.35290289168816,174.4713876127403,15392900
2024-11-20,176.55726623535156,178.32950846808063,174.56598146219105,178.05072981522193,15729800
2024-11-21,168.5025177001953,174.8148865873952,164.58963534340768,174.69043129296793,38839400
2024-11-22,165.8441619873047,167.5317679566024,164.98790891495707,166.43158735760318,24497000
2024-11-25,168.69168090820312,169.7172065350398,166.6705280950971,167.257968644597,21395700
2024-11-26,169.87649536132812,170.74768243022393,168.6916785168623,168.75142982025878,14937500
2024-11-27,170.0756378173828,170.39423547744005,168.93063997056893,169.9362333002551,12433400
2024-11-29,169.7470703125,170.12540407605727,168.01464714823365,169.3189362005132,9250700
2024-12-02,172.22621154785156,172.84352014313558,169.52802925415844,169.57781441072444,16593400
2024-12-03,172.26605224609375,173.56039040413435,171.75826489918776,172.3656073706831,15721500
2024-12-04,175.3226776123047,175.6611924034742,171.9972354330077,172.0271034915051,18239800
2024-12-05,173.55043029785156,176.93562368996317,173.25173452909203,176.54732374826511,16145500
2024-12-06,175.72093200683594,176.06841023086653,172.7937409307028,173.1223047445848,13319500
2024-12-09,176.5283203125,177.4652731794903,174.83379581179184,175.14778141291757,19887800
2024-12-10,185.92787170410156,187.4230296378457,182.08033134621863,183.9393165192724,34317400
2024-12-11,196.07501220703125,196.25442385309114,185.65873341528825,186.0973154961447,41664500
2024-12-12,193.0049591064453,196.07002983557697,192.65608283731066,195.66633840932482,25197800
2024-12-13,190.76220703125,193.71264327515175,190.64258406331268,192.08791545519404,18883200
2024-12-16,197.5203399658203,199.99233022704658,193.48341038940663,193.73759211233372,32248600
2024-12-17,196.4836883544922,202.2251047087036,196.0550837025253,197.88914050032798,24129500
2024-12-18,189.5361785888672,198.04861948645635,188.6689918668289,196.19462306691972,27638400
2024-12-19,189.08761596679688,193.97180713333088,188.90820433526034,192.6560609972709,26981200
2024-12-20,192.33712768554688,193.50832259279161,185.76838878723544,186.40632224516705,45319700
2024-12-23,195.3573455810547,195.85573157040523,191.01141914553668,193.4036658106059,15235900
2024-12-24,196.93222045898438,197.03188851763488,194.56786839834976,195.5367307520955,6809800
2024-12-26,196.4637451171875,197.52032088445068,195.23770474465502,196.1049066292932,7907900
2024-12-27,193.4136199951172,196.1647202757909,191.3523024429326,195.83578371138285,14693000
2024-12-30,192.0679931640625,193.15447096011988,189.74551265085918,190.24888736231753,12209500
2024-12-31,189.8252410888672,192.62616766511687,188.96801665543026,191.82377359456456,14355200
2025-01-02,190.01463317871094,192.57632906643343,188.1008329456353,190.8668688990928,17545200
2025-01-03,192.50657653808594,193.87214927777333,190.73232363806486,192.10288510468152,12875000
2025-01-06,197.32098388671875,198.9158098969417,194.43033607710257,194.5200419032114,19483300
2025-01-07,196.07501220703125,201.48747646329343,195.30749356553247,197.62997397768044,16966800
2025-01-08,194.75927734375,197.00201430773126,193.124571898385,193.32392325327666,14335300
2025-01-10,192.5464324951172,196.98206455558247,190.98150846908007,194.78916934463103,20753800
2025-01-13,191.6692657470703,191.86863229863644,188.05099402103852,190.73231291855885,13169100
2025-01-14,190.43328857421875,192.6461235720949,189.02783644133166,191.87860489385017,13651200
